출판사,대출건수합계,평균대출건수,도서수
제이에스아이미디어,23,23.0,1
엔젤미디어,23,23.0,1
비커밍,23,23.0,1
두원출판미디어,23,11.5,2
PenguinClassics,23,11.5,2
더가능연구소,23,4.6,5
핏북,23,11.5,2
빈센트,23,11.5,2
DB미디어,23,23.0,1
머니투데이,23,7.666666666666667,3
음향기술산업연구소,23,11.5,2
나침반社,23,2.3,10
여름의서재,23,5.75,4
인하대학교출판부,23,1.7692307692307692,13
Aladdin Paperbacks,23,11.5,2
청림,23,3.8333333333333335,6
Vet Choice,23,23.0,1
우리가,23,5.75,4
대한의사협회 의료정책연구소,23,7.666666666666667,3
귤프레스,23,11.5,2
R pub,23,23.0,1
쌤즈,23,23.0,1
그래그래,23,11.5,2
파랑새어린이출판사,22,11.0,2
麗文閣,22,2.2,10
스토리블라썸(Story Blossom),22,22.0,1
아름다운한국어학교,22,7.333333333333333,3
스크린골프뉴스사,22,11.0,2
참·과학,22,3.6666666666666665,6
아미,22,4.4,5
센텐스,22,5.5,4
Berkley,22,11.0,2
그노시스,22,7.333333333333333,3
대성닷컴 해와비,22,11.0,2
초록북스,22,7.333333333333333,3
대한예수교장로회총회,22,11.0,2
북네프,22,22.0,1
엠마오,22,2.4444444444444446,9
비즈니스워치,22,11.0,2
북네스트,22,7.333333333333333,3
동화문학사,22,1.6923076923076923,13
샤프랫뮤직,22,7.333333333333333,3
또하나의 문화,22,7.333333333333333,3
RHK(알에에치코리아),22,22.0,1
Harpercollins Pub Ltd                   ,22,7.333333333333333,3
다큐스토리,22,4.4,5
다온북스컴퍼니,22,22.0,1
빛나는전망,22,7.333333333333333,3
문학세상,22,7.333333333333333,3
사진마실,22,22.0,1
위즈덤 북,22,22.0,1
엘비오 출판사,22,7.333333333333333,3
BARN,22,11.0,2
위시라이프,22,4.4,5
ingbooks(아이엔지북스),22,11.0,2
솔깃미디어,22,11.0,2
TBJ여행정론,22,11.0,2
티트리,22,11.0,2
북셀프,22,3.6666666666666665,6
꿈의날개(성하),22,11.0,2
북북북,22,7.333333333333333,3
세종media(세종미디어),22,7.333333333333333,3
세종media,22,11.0,2
전나무숲(檜林),22,22.0,1
북방교육연구원,22,11.0,2
생각의숲,22,11.0,2
한국온라인판매자협동조합,22,22.0,1
Pop press(팝프레스),22,11.0,2
한국외국어대학교 일본연구소,22,5.5,4
한솔스쿨,22,7.333333333333333,3
North River Pr,22,22.0,1
한국정보시스템감사통제협회,22,11.0,2
돋음새김,22,22.0,1
독립기념관,22,3.142857142857143,7
지상의 책,22,5.5,4
청한문화사,22,1.6923076923076923,13
KB Book(큰방),22,11.0,2
세이버스,22,5.5,4
세상의 창,22,4.4,5
인문공간,22,5.5,4
윌리엄북스,22,11.0,2
아티오(ArtStudio),22,22.0,1
고수(코나투스),22,22.0,1
글나무,22,0.9166666666666666,24
북이십일 21세기북스(21세기북스),22,22.0,1
세계사 컨텐츠 그룹,22,22.0,1
Eum(디자인이음),22,11.0,2
패스트캠퍼스,22,22.0,1
국수,22,3.142857142857143,7
답다출판,22,7.333333333333333,3
로직아이,22,7.333333333333333,3
정원문화,22,4.4,5
에디터 ,22,22.0,1
새싹,22,22.0,1
지성의샘,22,1.2941176470588236,17
동남풍,22,2.2,10
홍선생교육,22,22.0,1
APRO Books,22,11.0,2
성훈출판사,22,2.75,8
영교,22,11.0,2
세계미식문화연구원,22,22.0,1
韓國藝術社,22,22.0,1
올리브나무,22,2.75,8
지한,22,22.0,1
알라딘하우스,22,22.0,1
만인사,22,1.0,22
고려대학교 법학연구원,22,11.0,2
옹두리,22,7.333333333333333,3
청우당,22,11.0,2
아이비김영(김앤북),22,11.0,2
수르,22,11.0,2
인천광역시,22,22.0,1
인이레,22,7.333333333333333,3
렉스쿨,22,22.0,1
인앤잡,22,22.0,1
백송학당,22,22.0,1
열번째행성,22,22.0,1
창우 books,22,22.0,1
이든북,22,1.6923076923076923,13
계백북스,22,7.333333333333333,3
책으로만나는세상,22,7.333333333333333,3
청어람M&B,22,2.75,8
상상클리닉,22,11.0,2
프리즘(스노우폭스북스),22,11.0,2
페스트북,22,1.8333333333333333,12
正益社,22,1.375,16
한국강해설교학교 출판부,22,11.0,2
RandomHouseCanada,22,22.0,1
미래엔 컬쳐그룹,22,11.0,2
무티,22,3.6666666666666665,6
법원사,22,2.75,8
한울림 어린이,22,22.0,1
아가페북스,22,4.4,5
Architwins(아키트윈스),22,11.0,2
다만북스,22,11.0,2
Mcgraw-hill Education Korea(맥그로힐에듀케이션코리아),22,22.0,1
ArrowBooks,22,22.0,1
청아문화사 인쇄,22,22.0,1
오케이프레스,22,11.0,2
Sizzle Books(씨즐북스),22,11.0,2
블루리본,22,22.0,1
환경재단,22,4.4,5
한겨레엔 ,22,11.0,2
나루코,22,11.0,2
연인,22,2.75,8
페이퍼북(Paperbook),22,22.0,1
현실과 과학,22,11.0,2
HarmonyBooks,22,22.0,1
몸맘얼,22,11.0,2
이층집,22,7.333333333333333,3
글 읽는 세상,22,22.0,1
조인북스,22,11.0,2
이봄S,22,22.0,1
달의시간,22,4.4,5
제3문학사,22,2.0,11
에포크미디어코리아,22,7.333333333333333,3
연암출판사,22,2.2,10
EjB(이제이북스),22,11.0,2
나무늘보,22,3.142857142857143,7
삼협종합 출판부,22,11.0,2
득수,22,2.0,11
학이사어린이,22,22.0,1
Lik-it,22,3.6666666666666665,6
한국방송통신대학교출 판부,22,22.0,1
약국신문,22,11.0,2
Lonely Planet Publications Pty Ltd.,22,22.0,1
한터(주식회사),22,22.0,1
충남대학교 출판문화원,22,3.142857142857143,7
씨앤에이치북스,22,22.0,1
대추나무,22,5.5,4
술이,22,5.5,4
숲속나라,22,7.333333333333333,3
tenbook(텐북),22,22.0,1
soul,22,11.0,2
SCRIBNER,22,22.0,1
일월문학,22,7.333333333333333,3
비움과채움,22,7.333333333333333,3
포레,22,22.0,1
新丘文化社,22,7.333333333333333,3
볼피,22,11.0,2
즐거운 아이들,22,22.0,1
Sterling Ethos                          ,22,11.0,2
포스트락,22,7.333333333333333,3
포브북스(플러스북스),22,22.0,1
노웨이브,22,4.4,5
플루토북,22,22.0,1
동양서적,22,2.75,8
희고희고,22,4.4,5
시와 산문사,22,0.88,25
시와 사회사,22,2.4444444444444446,9
한뿌리·북캠프,22,22.0,1
필디앤씨,22,11.0,2
자의누리,22,4.4,5
빛과소금(CH기획),22,22.0,1
산업도서출판공사,22,1.2941176470588236,17
Dawon Publishing(다원),22,22.0,1
Jindigital.com,22,5.5,4
헤엄 출판사,22,22.0,1
드림북스,22,5.5,4
대원키즈,22,7.333333333333333,3
휴먼비전 엘피다,22,11.0,2
쉬는시간,22,3.142857142857143,7
나무와달,22,11.0,2
단샘,22,7.333333333333333,3
이미지,22,11.0,2
다솔,22,3.142857142857143,7
클레오,22,22.0,1
예원,22,2.0,11
예음문화재단,22,1.6923076923076923,13
명현문화사,22,7.333333333333333,3
동현,22,11.0,2
역바연,22,3.6666666666666665,6
에피스테메,22,11.0,2
빌리브,22,11.0,2
PENGUIN RANDOM HOUSE USA,22,2.4444444444444446,9
텍스트컨텍스트,22,22.0,1
사민서각,22,1.8333333333333333,12
대양미디어,22,3.142857142857143,7
UnitasBRAND,22,22.0,1
조이럭북스,22,11.0,2
Ahimsa(아힘사),22,11.0,2
지식서가,22,3.6666666666666665,6
하얀연꽃,22,7.333333333333333,3
YBM 일본어,22,5.5,4
메이문화산업연구원,22,7.333333333333333,3
메이드인,22,3.6666666666666665,6
Nexen Media,22,3.6666666666666665,6
EDU예지(에듀예지),22,11.0,2
꿈꾸다,22,3.142857142857143,7
인터워크솔루션즈,22,11.0,2
파란문어,22,5.5,4
ECKbooks (이씨케이교육),22,22.0,1
도서출판채움,22,22.0,1
개똥이책,22,22.0,1
Sejong(세종연구원),22,5.5,4
바나나북,22,11.0,2
글로세움·해피북스,22,11.0,2
바둑이 하우스,22,7.333333333333333,3
문화디자인,22,5.5,4
힐 하우스,21,21.0,1
三命,21,10.5,2
Quel part(?파트 프레스),21,21.0,1
지에밥,21,10.5,2
梨花文化出版社,21,2.3333333333333335,9
三宇社,21,3.0,7
다하미커뮤니케이션즈,21,21.0,1
그룹필,21,5.25,4
대한주택건설협회,21,7.0,3
學林,21,5.25,4
David C Cook,21,21.0,1
명진출판사(진영사),21,5.25,4
궁리(Kungree),21,10.5,2
그리스도예수안에,21,7.0,3
청림출판사,21,10.5,2
남송문화,21,3.0,7
공무원장원급제,21,21.0,1
etoday Media(이투데이),21,21.0,1
아이큐브플랫폼연구소,21,10.5,2
우신,21,1.1666666666666667,18
이안북스,21,10.5,2
금잔디(가정교육사),21,21.0,1
세창문화사,21,7.0,3
세창,21,10.5,2
기쁜날,21,10.5,2
왕토끼,21,10.5,2
칼폴라니사회경제연구소협동조합(KPIA),21,10.5,2
대한석유협회,21,21.0,1
민서-이에스엘,21,21.0,1
리얼메디,21,10.5,2
더블유북스,21,21.0,1
세림 M&B,21,21.0,1
밤의책,21,7.0,3
지금원,21,10.5,2
와온,21,3.5,6
기업금융연구소,21,21.0,1
파트너북스(Partner Books),21,21.0,1
세손,21,2.3333333333333335,9
한국토지공사,21,10.5,2
웅지경영아카데미,21,21.0,1
수서원,21,3.0,7
백만권,21,21.0,1
퍼니북스,21,10.5,2
올에듀넷(한국법학교육원),21,21.0,1
안테나(Antenna),21,21.0,1
고려,21,4.2,5
Modoobooks(모두북스),21,5.25,4
한국플라스틱기술정보센터,21,5.25,4
알펍,21,7.0,3
로앤오더,21,4.2,5
Simon&SchusterExport,21,7.0,3
법경사,21,1.3125,16
온북,21,21.0,1
고래가그랬어,21,10.5,2
데브기어 출판부,21,10.5,2
더큰(몬테소리CM),21,21.0,1
미리내,21,0.8076923076923077,26
컨콜디아사(재단법인한국루터교선교부유지재단),21,10.5,2
린쓰,21,5.25,4
선행칭찬운동본부,21,21.0,1
경혜,21,4.2,5
법륜사,21,7.0,3
별,21,7.0,3
오일북스,21,21.0,1
러비더비,21,21.0,1
법화,21,21.0,1
교육을바꾸는사람들,21,4.2,5
Philomel Books,21,3.5,6
미래보험교육원,21,7.0,3
애로우잉글리시,21,21.0,1
데이스타,21,5.25,4
선인출판사,21,21.0,1
휴,21,21.0,1
이밥차,21,10.5,2
한국협동학습센터,21,7.0,3
미래를소유한사람들(MSD미디어),21,7.0,3
Soul Society(소울소사이어티),21,21.0,1
앤제이books,21,21.0,1
편않,21,4.2,5
약업신문 인쇄,21,7.0,3
오름교육출판사,21,21.0,1
이코펍,21,21.0,1
도란도란,21,10.5,2
꼬마심포니(다빈치기프트),21,10.5,2
진화기획,21,4.2,5
미디어밸류,21,21.0,1
Yeesan Publishing Co.(이산),21,21.0,1
라임북스(Limebooks),21,10.5,2
한국문인협회 月刊文學 출판부,21,2.3333333333333335,9
복있는나무,21,21.0,1
스냅사진,21,21.0,1
화암,21,5.25,4
서울시립미술관,21,10.5,2
文藝社,21,1.6153846153846154,13
Ecco Press,21,5.25,4
대외경제정책연구원,21,10.5,2
한동문화사,21,21.0,1
마름돌,21,3.5,6
월드플러스&리얼그린,21,10.5,2
あすなろ書房,21,7.0,3
도서출판100,21,5.25,4
도서출판 학영,21,5.25,4
폭스북스,21,21.0,1
책공방초록비,21,21.0,1
꿈교,21,21.0,1
스마트 비즈니스,21,21.0,1
대양,21,21.0,1
토담미디어(빵봉투),21,7.0,3
ER북스(이알북스),21,7.0,3
서연출판,21,10.5,2
좋은사람들,21,21.0,1
라운더바우트,21,7.0,3
易林院,21,10.5,2
부케이,21,21.0,1
Ryland Peters & Small,21,21.0,1
Plus&Plus,21,21.0,1
스크린 영어사,21,21.0,1
한사랑가족상담연구소,21,7.0,3
열린지성,21,2.1,10
아름다운 이야기,21,21.0,1
유씨북스,21,4.2,5
Roman(로만),21,7.0,3
북앤월드,21,7.0,3
문조사,21,3.0,7
아낌없이주는나무,21,7.0,3
G&R,21,10.5,2
윌비스(미래와사람 한림법학원),21,7.0,3
스토밍,21,21.0,1
CengageLearning,21,21.0,1
상문각,21,21.0,1
국민일보,21,3.0,7
북치는소년,21,1.9090909090909092,11
인북,21,3.0,7
연장통,21,7.0,3
디컨하우스,21,21.0,1
인터비전,21,7.0,3
이룸어린이,21,21.0,1
책읽는마을,21,21.0,1
북이십일 ,21,21.0,1
예영B&P,21,5.25,4
시단,21,5.25,4
시시울,21,4.2,5
초록미디어,21,21.0,1
다른백년,21,3.5,6
동아사이언스휘슬러,21,10.5,2
노래샘,21,21.0,1
새하늘미디어,21,21.0,1
프라다,21,21.0,1
상도북스,21,3.5,6
넥슨코리아,21,10.5,2
Little Brown & Company,21,21.0,1
학지사메디컬,21,4.2,5
LnB,21,21.0,1
플랫폼연구소,21,10.5,2
새서울,21,7.0,3
있다,21,10.5,2
매일출판,21,10.5,2
Protec media(프로텍미디어),21,21.0,1
Kensington Pub Corp,21,7.0,3
한국교육출판_꼬망세,21,21.0,1
高文社,21,1.5,14
책굽는곰,21,10.5,2
HyperionBooks,21,7.0,3
연승,21,21.0,1
디자인뱅크,21,21.0,1
비에프아이,21,21.0,1
생각하는 책,21,21.0,1
Dell Publishing Company,21,21.0,1
책나라,21,1.5,14
자동차생활,21,21.0,1
다성출판사,21,2.3333333333333335,9
생각의빛,21,3.5,6
Alligator Books,21,4.2,5
국립수산과학원,21,7.0,3
한국과 미국,21,21.0,1
스피쿠스,21,10.5,2
아루이 프로덕션,21,21.0,1
비전비엔비,21,21.0,1
책펴냄열린시,21,1.4,15
인터파크,21,5.25,4
드림스쿨,21,7.0,3
지학사아르볼,21,7.0,3
Holy Wave Plus(새물결플러스),21,7.0,3
제이에스캠퍼스,21,10.5,2
마주별,21,5.25,4
단발까까,21,21.0,1
단강,21,7.0,3
브레이브브라더스 컨텐츠,21,21.0,1
한국경제신문 프런티어,21,21.0,1
그린라이프,21,7.0,3
예문(Yemun),21,21.0,1
HarperTorch,21,21.0,1
비즈앤북,21,5.25,4
인영사,21,10.5,2
나무처럼(알펍),21,5.25,4
스콜라스,21,21.0,1
사피엔스고시,21,10.5,2
열번째행성(위즈덤하우스),21,21.0,1
한국의료컨설팅,21,4.2,5
생각의 힘,21,21.0,1
知永社,21,1.1666666666666667,18
BasicBooks,21,10.5,2
여백미디어/꼬마샘터,21,21.0,1
이노파트너스,21,21.0,1
이냐시오영성연구소,21,4.2,5
하수출판사,21,5.25,4
제의,21,21.0,1
上海辭書出版社,21,1.9090909090909092,11
큰바위,21,3.0,7
은광사,21,7.0,3
메가랜드,21,7.0,3
Hollym(한림출판사),21,10.5,2
유엑스리뷰(UXREVIEW),21,10.5,2
공간출판사,21,2.3333333333333335,9
JTBC plus(제이티비씨플러스 엠앤비),21,10.5,2
북스클럽&리틀컨츄리,21,7.0,3
파란 자전거,21,7.0,3
리민족사연구회,21,5.25,4
상서각,21,7.0,3
바다가 보이는 교실,21,5.25,4
현대소설,21,3.0,7
Gasse(가쎄),21,4.2,5
스포츠메디컬연구소,21,21.0,1
ScholasticPaperbacks,21,3.5,6
소와당笑臥堂,21,21.0,1
디어 센서티브,21,10.5,2
小?館,21,3.5,6
바밀리온,21,4.2,5
Seoul National University Press,21,3.0,7
산인,21,10.5,2
Head of Zeus,20,2.857142857142857,7
學古齋,20,4.0,5
Water bear press(워터베어프레스),20,20.0,1
(주)글통,20,5.0,4
이포,20,10.0,2
Starrich books(스타리치북스),20,6.666666666666667,3
오감,20,10.0,2
간향미디어랩 GML,20,6.666666666666667,3
System영어사,20,20.0,1
쌤안파커스,20,20.0,1
신도시,20,20.0,1
한국영상자료원(KOFA),20,2.857142857142857,7
똘스또이,20,20.0,1
건강한삶,20,6.666666666666667,3
덴스토리,20,20.0,1
해피한가,20,6.666666666666667,3
화이트홀,20,20.0,1
석세스파트너,20,20.0,1
실사구시실학단,20,20.0,1
젠나무민북스,20,6.666666666666667,3
BerkleyPubGroup,20,5.0,4
"Rizzoli International Publications, Inc",20,20.0,1
청암,20,4.0,5
한서대학교 출판부,20,6.666666666666667,3
한샘,20,1.4285714285714286,14
에이엠스토리(amStory),20,6.666666666666667,3
TFT,20,20.0,1
T.W.IG(티더블유아이지),20,20.0,1
가온출판사,20,20.0,1
식스디자인,20,20.0,1
시잉글이쉬,20,20.0,1
ダイヤモンド社,20,1.3333333333333333,15
Test clinic,20,20.0,1
건축시대,20,2.2222222222222223,9
보험경영아카데미,20,10.0,2
OxfordUniversity,20,5.0,4
라이프콤파스,20,20.0,1
섬과달,20,3.3333333333333335,6
도서출판 말,20,4.0,5
Pgw,20,3.3333333333333335,6
한국투자증권 퇴직연금연구소,20,20.0,1
의단원,20,20.0,1
딥앤와이드,20,6.666666666666667,3
HutchinsonPress,20,20.0,1
트라일러앤컴퍼니,20,20.0,1
솔마루,20,6.666666666666667,3
유끼락 닷 컴,20,10.0,2
Moravianunitas,20,10.0,2
엔브레인,20,20.0,1
왓어북,20,6.666666666666667,3
이오스튜디오,20,6.666666666666667,3
OSTEnglish,20,20.0,1
ONE & ONE,20,10.0,2
이래,20,3.3333333333333335,6
윌앤조이,20,20.0,1
프리덤월드,20,20.0,1
소리파일팩토리,20,6.666666666666667,3
문학풍경,20,2.0,10
Bjpublic(비제이퍼블릭),20,20.0,1
한국물가정보(KPI),20,20.0,1
영출판,20,20.0,1
SFC,20,5.0,4
책문,20,3.3333333333333335,6
명인기획,20,20.0,1
캐스팅북스,20,10.0,2
금호문화,20,2.5,8
Farrar Straus and Giroux,20,20.0,1
황소자리 츨판사,20,20.0,1
IB Book,20,20.0,1
효성,20,2.5,8
대한골프전문인협회,20,10.0,2
채움과나눔,20,10.0,2
재담미디어,20,10.0,2
B&B,20,20.0,1
진한 M&B,20,10.0,2
한국캘리그라피디자인센터,20,20.0,1
어니스트펫,20,20.0,1
키움미디어,20,20.0,1
Outdoor Global,20,20.0,1
밝은내일,20,20.0,1
문화의힘,20,3.3333333333333335,6
문화수첩,20,20.0,1
Winers book(위너스북),20,20.0,1
참,20,10.0,2
독서光,20,6.666666666666667,3
조지윤 인터넷 영어21,20,10.0,2
여름사람,20,6.666666666666667,3
한승(Han Seung),20,10.0,2
시스테마,20,5.0,4
CandlewickPress(MA),20,10.0,2
코주부북스,20,10.0,2
키출판사(Key Publication),20,20.0,1
한스하우스,20,4.0,5
대진미디어,20,20.0,1
숲길,20,5.0,4
토지,20,6.666666666666667,3
고려문화재연구원,20,20.0,1
Basic Books(베이직북스),20,10.0,2
하얀풍차,20,10.0,2
Simon & Schuster Books for Young Readers,20,2.857142857142857,7
문화재청 근대문화재과,20,0.8333333333333334,24
Bloomsbury Publishing,20,2.857142857142857,7
에녹스,20,10.0,2
知識産業社,20,10.0,2
세연 T&A,20,10.0,2
재팬리서치 21,20,10.0,2
시사미디어,20,4.0,5
담담 케어,20,20.0,1
Organic Media Lab(오가닉미디어랩),20,20.0,1
ThomasNelsonInc,20,20.0,1
병진,20,20.0,1
Chronicle Books Llc,20,10.0,2
열린북스,20,10.0,2
레베카,20,20.0,1
韓國精神文化硏究院,20,0.425531914893617,47
시아(시아컨텐츠그룹),20,20.0,1
문예기획,20,5.0,4
기적의 향기,20,20.0,1
배움과나눔,20,10.0,2
여성문화이론연구소(여이연),20,5.0,4
여민락,20,10.0,2
GalaxyPrLlc,20,2.857142857142857,7
Raon book(라온북),20,6.666666666666667,3
창조국제학교,20,10.0,2
ECKBOOKS(이씨케이북스),20,3.3333333333333335,6
도시개발신문사,20,10.0,2
알다,20,10.0,2
안티고네,20,4.0,5
성지문화사,20,1.0,20
코리아퀼트스쿨,20,20.0,1
문과대201호,20,10.0,2
천년의 보물,20,20.0,1
나무와열매,20,6.666666666666667,3
LittleBrownandCompany,20,4.0,5
아트북프레스,20,6.666666666666667,3
한림대학교출판부,20,2.5,8
Living Mature(성숙한삶),20,10.0,2
Rainbow Public Books(레인보우 퍼블릭 북스),20,2.857142857142857,7
시공문화사 spacetime,20,10.0,2
조선비즈,20,5.0,4
베스트홈(월간 cookand),20,20.0,1
브랜드앤컴퍼니,20,20.0,1
비지아이,20,10.0,2
UP출판,20,6.666666666666667,3
연구사,20,2.2222222222222223,9
Kim & book,20,20.0,1
학문사(학문출판주식회사),20,1.3333333333333333,15
비타북스(VITABOOKS),20,10.0,2
Simon & Schuster Ltd,20,5.0,4
정신세계원 출판국,20,20.0,1
테마북스,20,10.0,2
아뜰리에나무,20,20.0,1
시간여행티비주식회사,20,20.0,1
레몬컬쳐(Lemon culture),20,20.0,1
서고,20,3.3333333333333335,6
푸른돛,20,20.0,1
월간요리사,20,20.0,1
성보사 전통의학연구소,20,20.0,1
도슨트,20,5.0,4
최신의학사,20,5.0,4
업앤업,20,20.0,1
금정사,20,20.0,1
국경없는마을,20,20.0,1
AlgonquinBooks,20,20.0,1
Sisa Education,20,20.0,1
비엘북스(Vielbooks),20,6.666666666666667,3
중앙m＆b,20,20.0,1
한울(한울엠플러스),20,4.0,5
몽키텍스트,20,6.666666666666667,3
테라스북(Terrace Book),20,10.0,2
역사교양사,20,5.0,4
유이케이 [수입·배급],20,6.666666666666667,3
Gbrain(작은책방),20,20.0,1
유피출판사,20,5.0,4
아르타,20,20.0,1
한강출판사,20,2.5,8
베스테디,20,20.0,1
레진엔터테인먼트,20,20.0,1
아라야,20,20.0,1
매직사이언스,20,10.0,2
비비케이북스,20,20.0,1
진심의꽃한송이,20,4.0,5
팝샷,20,10.0,2
노래알,20,10.0,2
차이나프레스,20,6.666666666666667,3
쪽지,20,4.0,5
누름돌,20,10.0,2
SOME,20,20.0,1
호호아,20,4.0,5
바이오메디컬,20,10.0,2
삼인커뮤니케이션,20,6.666666666666667,3
아이커뮤니케이션,20,20.0,1
FnGuide,20,20.0,1
(주)백산출판사,20,6.666666666666667,3
선스토리,20,3.3333333333333335,6
포널스 출판사,20,10.0,2
 한언  ,20,20.0,1
교육과미래,20,10.0,2
작은행복,20,5.0,4
강남대학교 출판부,20,2.2222222222222223,9
제이투,20,20.0,1
예술문화사,20,1.8181818181818181,11
책과공간,20,5.0,4
개마서원,19,2.111111111111111,9
서훈,19,9.5,2
Kyowoo(교우),19,3.8,5
웅진싱크빅,19,19.0,1
꿈꾸는꼬리연,19,4.75,4
라이카미,19,19.0,1
BDI(부산발전연구원),19,19.0,1
LITTLEBROWN,19,19.0,1
도마뱀(도마뱀출판사),19,4.75,4
좋은나무성품학교,19,6.333333333333333,3
한국패션뉴스,19,19.0,1
호영출판사,19,4.75,4
종이비행기,19,6.333333333333333,3
아이콘,19,2.375,8
永林社,19,3.1666666666666665,6
에치피시,19,19.0,1
Myong Ji Publishing Co.,19,19.0,1
퍼시픽 도도,19,4.75,4
민병철어학교육연구소,19,9.5,2
Hogarth shakespeare,19,19.0,1
진실한 사람들,19,19.0,1
월간테니스코리아,19,19.0,1
이문기업,19,9.5,2
카스트로폴리스,19,9.5,2
책읽어주는남자,19,4.75,4
아람교육,19,19.0,1
스피리투스,19,3.1666666666666665,6
디,19,9.5,2
학지사비즈,19,6.333333333333333,3
나루출판사,19,19.0,1
나린글,19,19.0,1
경진 문화사,19,9.5,2
한일에듀,19,9.5,2
다룸과 이룸,19,19.0,1
스포츠인코퍼레이션,19,19.0,1
스테이지팩토리(테이스트팩토리),19,9.5,2
고니,19,6.333333333333333,3
고두미,19,3.8,5
비앤씨월드(BnCworld),19,19.0,1
스페이스,19,6.333333333333333,3
All About Travel & Books,19,19.0,1
학연사,19,1.7272727272727273,11
학영,19,4.75,4
문화학교 서울,19,6.333333333333333,3
물망초,19,2.7142857142857144,7
물처럼,19,9.5,2
F. Lincoln,19,19.0,1
생명의샘,19,9.5,2
푸른복지,19,9.5,2
한국정신문화연구원,19,0.95,20
C&K English,19,9.5,2
리커리어북스,19,4.75,4
계림북스(kyelimbooks),19,19.0,1
종합출판 미디어,19,9.5,2
S.O,19,19.0,1
푸른물결,19,4.75,4
푸른나무(푸른나무출판),19,6.333333333333333,3
KBID(케이비드),19,19.0,1
이앤씨포럼(필북),19,9.5,2
한국 숲 밧줄놀이 연구회,19,19.0,1
테스트뱅크 이십일닷컴,19,19.0,1
빛과세상,19,9.5,2
대성 korea.com,19,19.0,1
yeondoo,19,2.111111111111111,9
스토리뱅크협동조합,19,9.5,2
UDP(도시개발신문),19,19.0,1
비채의서재,19,19.0,1
굿·자연,19,9.5,2
시로여는세상,19,1.3571428571428572,14
Cle International,19,4.75,4
디앤에이치,19,19.0,1
OrionPaperbacks,19,19.0,1
Pan MacMillan,19,1.0555555555555556,18
별빛들,19,2.375,8
Tor Books,19,3.1666666666666665,6
열린나무,19,6.333333333333333,3
시니어커뮤니케이션,19,19.0,1
초암네트웍스,19,4.75,4
생명,19,9.5,2
지식의 창,19,6.333333333333333,3
글밭,19,2.7142857142857144,7
"푸른숲, ",19,19.0,1
A.K 커뮤니케이션즈,19,19.0,1
우림출판문화원,19,9.5,2
하이브리드,19,19.0,1
천인사,19,19.0,1
BantamBooks,19,19.0,1
불교통신교육원,19,4.75,4
경상국립대학교출판부,19,4.75,4
心天出版社,19,19.0,1
월간 쿠겐,19,19.0,1
진인터랩,19,9.5,2
Book&story(북앤스토리),19,9.5,2
뷰티복두,19,4.75,4
エクスナレッジ,19,2.111111111111111,9
100,19,4.75,4
빅애플,19,4.75,4
행적,19,9.5,2
Oneworld Publications,19,3.1666666666666665,6
나비이펙트,19,9.5,2
나오미북스,19,19.0,1
국일 증권경제연구소,19,19.0,1
Crown Publishers,19,4.75,4
빛의튜닝,19,9.5,2
아트 인 포스트,19,19.0,1
한국교육과정평가원,19,19.0,1
이츠북스,19,3.8,5
Thomas Dunne Books,19,3.8,5
인제대학교 출판부,19,3.8,5
씽크스마트(씽크스마트 미디어 그룹),19,6.333333333333333,3
시사books(시사북스),19,6.333333333333333,3
세상을여는창,19,19.0,1
와스코(주),19,19.0,1
한국심리검사연구소,19,19.0,1
에듀컨텐츠·휴피아,19,3.1666666666666665,6
한국장외주식연구소,19,9.5,2
LANCOM _랭컴,19,9.5,2
9FRUITSPAGE(나인후르츠페이지),19,19.0,1
하야Book,19,19.0,1
조이북스,19,4.75,4
GIST Press(광주과학기술원),19,3.1666666666666665,6
일본창업정보센터,19,19.0,1
啓明大學校出版部,19,3.1666666666666665,6
2006서울세계도서관정보대회 조직위원회,19,19.0,1
이디자인,19,6.333333333333333,3
Miramax,19,19.0,1
청림뜰,19,19.0,1
배재대학교 출판지원실,19,6.333333333333333,3
토익캠퍼스(TOEIC Campus),19,19.0,1
Charmdol,19,19.0,1
민규,19,9.5,2
한국지방세연구회,19,2.7142857142857144,7
서브원 FM사업부,19,19.0,1
알레그레토,19,19.0,1
Epigram(에피그람),19,19.0,1
한길(봉인사),19,19.0,1
최정금학습클리닉,19,6.333333333333333,3
코스모스 북,19,9.5,2
굿모닝,19,19.0,1
시와 시학사,19,1.5833333333333333,12
시스컴,19,9.5,2
문예연구사,19,1.7272727272727273,11
새한기획 출판부,19,6.333333333333333,3
홍영표보디빌딩연구소,19,19.0,1
Holism,19,19.0,1
KMC(기독교대한감리회),19,6.333333333333333,3
눈과마음스쿨타운,19,19.0,1
엠케이유니버스,19,9.5,2
키라북스,19,4.75,4
서민사,19,2.7142857142857144,7
울림엔터테인먼트,19,19.0,1
진흥인쇄랜드,19,19.0,1
Aximu(엑시무),19,19.0,1
B&C world,19,19.0,1
디펜스타임즈,19,19.0,1
맥그로힐에듀케이션코리아,19,9.5,2
와이미디어(아이워크북),19,19.0,1
사사연 사상사회연구소,19,19.0,1
사설닷컴,19,6.333333333333333,3
Moneyline(마니라인),19,19.0,1
전쟁기념관,19,4.75,4
전태일기념사업회,19,19.0,1
DAEGA BOOKS(대가),19,19.0,1
DH미디어,19,9.5,2
와우북스(Wowbooks),19,6.333333333333333,3
밥북(BobBook),19,19.0,1
